,om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
30766,124,1992,4,16,4/16/92,16:50:00,3,TX,48,29,0,0,0,0,0,35.62,-101.33,0,0,0.5,13,1,1,1,233,0,0,0,0
30767,125,1992,4,16,4/16/92,16:59:00,3,TX,48,30,0,0,0,0,0,35.65,-101.38,0,0,0.5,13,1,1,1,233,0,0,0,0
30768,126,1992,4,16,4/16/92,17:01:00,3,TX,48,31,1,0,0,3,0,35.67,-101.32,35.65,-101.38,3,50,1,1,1,233,0,0,0,0
30769,127,1992,4,16,4/16/92,17:10:00,3,TX,48,32,0,0,0,0,0,35.35,-101.45,0,0,0.5,10,1,1,1,65,0,0,0,0
30770,128,1992,4,16,4/16/92,17:35:00,3,TX,48,33,0,0,0,0,0,34.2,-101.63,0,0,0.8,50,1,1,1,189,0,0,0,0
30771,129,1992,4,17,4/17/92,12:55:00,3,TX,48,34,0,0,0,3,0,27.78,-97.47,0,0,0.1,10,1,1,1,355,0,0,0,0
30772,130,1992,4,17,4/17/92,13:15:00,3,TX,48,35,0,0,0,4,0,27.78,-97.42,0,0,0.2,30,1,1,1,355,0,0,0,0
30773,131,1992,4,17,4/17/92,16:15:00,3,TX,48,36,0,0,0,0,0,28.83,-95.95,0,0,0.1,10,1,1,1,321,0,0,0,0
30774,132,1992,4,17,4/17/92,16:20:00,3,TX,48,37,1,0,0,5,0,28.98,-96,0,0,0.2,30,1,1,1,321,0,0,0,0
30775,133,1992,4,17,4/17/92,16:20:00,3,TX,48,38,1,0,0,4,0,29.03,-95.88,0,0,0.2,13,1,1,1,321,0,0,0,0
30776,134,1992,4,19,4/19/92,20:10:00,3,TX,48,39,0,0,0,0,0,29.73,-95.37,0,0,0.1,10,1,1,1,201,0,0,0,0
30792,150,1992,4,28,4/28/92,19:05:00,3,TX,48,40,0,0,0,0,0,33.12,-97.68,0,0,0.1,10,1,1,1,497,0,0,0,0
30800,158,1992,5,4,5/4/92,12:56:00,3,TX,48,41,0,0,0,0,0,29.3,-94.82,0,0,0.1,10,1,1,1,167,0,0,0,0
30833,191,1992,5,11,5/11/92,17:32:00,3,TX,48,42,2,0,0,4,0,33.37,-96.08,0,0,0.2,200,1,1,1,231,0,0,0,0
30834,192,1992,5,11,5/11/92,17:40:00,3,TX,48,43,1,0,0,0,0,33.38,-96.08,0,0,0.1,10,1,1,1,231,0,0,0,0
30835,193,1992,5,11,5/11/92,18:15:00,3,TX,48,44,1,0,0,0,0,31.2,-97.57,0,0,1,200,1,1,1,27,0,0,0,0
30836,194,1992,5,11,5/11/92,19:50:00,3,TX,48,45,1,0,0,4,0,32.78,-96,32.82,-95.92,4,150,1,1,1,231,467,379,0,0
30837,195,1992,5,11,5/11/92,20:00:00,3,TX,48,46,2,0,0,4,0,33.05,-95.78,33.12,-95.63,4,400,1,1,1,223,0,0,0,0
30838,196,1992,5,11,5/11/92,20:29:00,3,TX,48,47,0,0,0,3,0,32.77,-95.7,0,0,0.1,10,1,1,1,379,0,0,0,0
30839,197,1992,5,11,5/11/92,22:07:00,3,TX,48,48,1,0,0,3,0,32.38,-94.98,0,0,0.1,10,1,1,1,183,0,0,0,0
30840,198,1992,5,11,5/11/92,22:43:00,3,TX,48,49,0,0,0,3,0,32.45,-94.23,0,0,0.1,10,1,1,1,203,0,0,0,0
30843,201,1992,5,13,5/13/92,13:17:00,3,TX,48,50,0,0,0,0,0,31.4,-100.32,0,0,0.3,33,1,1,1,451,0,0,0,0
30844,202,1992,5,13,5/13/92,13:30:00,3,TX,48,51,1,0,0,3,0,31.37,-100.38,0,0,2.5,73,1,1,1,451,0,0,0,0
30846,204,1992,5,13,5/13/92,16:50:00,3,TX,48,52,0,0,0,0,0,32.5,-100.72,0,0,1.7,50,1,1,1,335,0,0,0,0
30847,205,1992,5,13,5/13/92,17:07:00,3,TX,48,53,0,0,0,0,0,32.6,-100.83,0,0,1.5,60,1,1,1,415,0,0,0,0
30848,206,1992,5,13,5/13/92,17:24:00,3,TX,48,54,0,0,0,0,0,32.48,-100.53,0,0,1,50,1,1,1,353,0,0,0,0
30849,207,1992,5,14,5/14/92,16:08:00,3,TX,48,55,0,0,0,0,0,26.18,-97.82,0,0,0.1,10,1,1,1,61,0,0,0,0
30850,208,1992,5,14,5/14/92,16:08:00,3,TX,48,56,0,0,0,0,0,26.23,-97.62,0,0,0.1,10,1,1,1,61,0,0,0,0
30885,243,1992,5,16,5/16/92,19:25:00,3,TX,48,57,0,0,0,0,0,29.13,-98.2,0,0,0.1,10,1,1,1,493,0,0,0,0
30887,245,1992,5,17,5/17/92,18:30:00,3,TX,48,58,0,0,0,0,0,30.93,-97.33,0,0,0.1,10,1,1,1,27,0,0,0,0
30888,246,1992,5,17,5/17/92,18:46:00,3,TX,48,59,0,0,0,0,0,30.9,-97.4,0,0,0.1,10,1,1,1,27,0,0,0,0
30889,247,1992,5,18,5/18/92,12:20:00,3,TX,48,60,1,0,0,4,0,27.9,-97.53,27.93,-97.58,3,40,1,1,1,409,0,0,0,0
30890,248,1992,5,20,5/20/92,8:00:00,3,TX,48,61,0,0,0,0,0,29.75,-94.32,0,0,0.1,10,1,1,1,245,0,0,0,0
30891,249,1992,5,20,5/20/92,12:04:00,3,TX,48,62,1,0,0,3,0,34.15,-102.18,34.2,-102.17,4.5,100,1,1,1,279,0,0,0,0
30893,251,1992,5,21,5/21/92,6:04:00,3,TX,48,63,0,0,0,4,0,29.63,-98.32,0,0,2,20,1,1,1,91,0,0,0,0
30898,257,1992,5,22,5/22/92,13:07:00,3,TX,48,64,0,0,0,0,0,31.82,-104.13,0,0,0.2,40,1,1,1,109,0,0,0,0
30900,260,1992,5,22,5/22/92,13:52:00,3,TX,48,65,0,0,0,0,0,31.82,-104.02,0,0,0.2,30,1,1,1,389,0,0,0,0
30901,261,1992,5,22,5/22/92,14:06:00,3,TX,48,66,2,0,0,0,0,31.73,-103.8,31.77,-103.75,5,400,1,1,1,389,0,0,0,0
30904,262,1992,5,22,5/22/92,14:46:00,3,TX,48,67,0,0,0,0,0,31.93,-103.9,0,0,0.3,30,1,1,1,389,0,0,0,0
30905,263,1992,5,22,5/22/92,18:25:00,3,TX,48,68,0,0,0,0,0,32.92,-101.15,0,0,0.5,73,1,1,1,415,0,0,0,0
30909,267,1992,5,24,5/24/92,6:32:00,3,TX,48,69,1,0,0,3,0,31.15,-102.45,31.18,-102.38,8,150,1,1,1,371,103,0,0,0
30911,269,1992,5,24,5/24/92,15:05:00,3,TX,48,70,1,0,0,0,0,30.7,-103.4,0,0,2.6,73,1,1,1,371,0,0,0,0
30912,270,1992,5,24,5/24/92,16:38:00,3,TX,48,71,0,0,0,0,0,30.58,-103.22,0,0,0.4,50,1,1,1,371,0,0,0,0
30915,273,1992,5,24,5/24/92,23:50:00,3,TX,48,72,0,0,0,0,0,31.85,-102.52,0,0,0.3,40,1,1,1,135,0,0,0,0
30916,274,1992,5,27,5/27/92,16:15:00,3,TX,48,73,0,0,0,0,0,35.23,-102.45,0,0,0.1,50,1,1,1,359,0,0,0,0
30918,276,1992,5,27,5/27/92,18:10:00,3,TX,48,74,1,0,0,3,0,33.93,-102.12,33.97,-102.05,5,120,1,1,1,279,189,0,0,0
30919,277,1992,5,27,5/27/92,21:45:00,3,TX,48,75,0,0,0,0,0,33.1,-101.38,0,0,0.2,40,1,1,1,169,0,0,0,0
30922,280,1992,5,28,5/28/92,18:45:00,3,TX,48,76,0,0,0,0,0,29.65,-95.28,0,0,0.1,13,1,1,1,201,0,0,0,0
30923,281,1992,5,28,5/28/92,18:58:00,3,TX,48,77,0,0,0,0,0,28.3,-97.3,0,0,0.1,10,1,1,1,391,0,0,0,0
30924,282,1992,5,28,5/28/92,19:30:00,3,TX,48,78,1,0,0,4,0,28.35,-97.17,0,0,0.2,20,1,1,1,391,0,0,0,0
30927,285,1992,5,31,5/31/92,12:55:00,3,TX,48,79,0,0,0,4,0,27.78,-97.42,0,0,0.2,13,1,1,1,355,0,0,0,0
30928,286,1992,5,31,5/31/92,20:26:00,3,TX,48,81,0,0,0,0,0,34.17,-100.6,0,0,0.7,50,1,1,1,345,0,0,0,0
30929,287,1992,5,31,5/31/92,20:30:00,3,TX,48,80,0,0,0,0,0,34.15,-102.67,0,0,0.6,60,1,1,1,17,0,0,0,0
30930,288,1992,5,31,5/31/92,20:53:00,3,TX,48,82,0,0,0,0,0,33.87,-102.65,0,0,0.5,50,1,1,1,17,0,0,0,0
30931,289,1992,5,31,5/31/92,22:10:00,3,TX,48,83,1,0,0,2,0,33.67,-102.72,0,0,2,80,1,1,1,79,0,0,0,0
30932,290,1992,6,1,6/1/92,7:51:00,3,TX,48,84,0,0,0,0,0,30.08,-94.15,0,0,0.1,10,1,1,1,245,0,0,0,0
30933,291,1992,6,1,6/1/92,8:05:00,3,TX,48,85,0,0,0,3,0,30.13,-94.05,0,0,0.1,13,1,1,1,245,0,0,0,0
30934,292,1992,6,1,6/1/92,13:04:00,3,TX,48,86,1,0,0,0,0,30.25,-102.52,30.17,-102.42,8,50,1,1,1,443,0,0,0,0
30935,293,1992,6,1,6/1/92,14:00:00,3,TX,48,87,1,2,0,5,0,29.73,-95.27,0,0,0.5,20,1,1,1,201,0,0,0,0
30939,297,1992,6,1,6/1/92,19:33:00,3,TX,48,88,0,0,0,0,0,30.63,-97.98,0,0,0.1,10,1,1,1,491,0,0,0,0
30940,298,1992,6,2,6/2/92,6:15:00,3,TX,48,89,1,0,0,4,0,27.83,-97.07,0,0,0.1,20,1,1,1,355,0,0,0,0
30954,312,1992,6,4,6/4/92,20:45:00,3,TX,48,90,0,0,0,0,0,36.03,-102.15,0,0,0.5,13,1,1,1,341,0,0,0,0
30955,313,1992,6,4,6/4/92,21:43:00,3,TX,48,91,0,0,0,0,0,35.85,-102.17,0,0,0.5,13,1,1,1,341,0,0,0,0
30956,314,1992,6,4,6/4/92,22:07:00,3,TX,48,92,0,0,0,0,0,35.68,-102,0,0,0.5,13,1,1,1,341,0,0,0,0
30965,323,1992,6,5,6/5/92,21:43:00,3,TX,48,93,0,0,0,0,0,33.83,-100.85,0,0,1.4,73,1,1,1,345,0,0,0,0
30966,324,1992,6,6,6/6/92,13:20:00,3,TX,48,94,1,0,0,4,0,28.98,-96.65,0,0,0.1,30,1,1,1,239,0,0,0,0
30967,325,1992,6,6,6/6/92,15:58:00,3,TX,48,95,0,0,0,0,0,32.13,-102.77,0,0,0.3,30,1,1,1,3,0,0,0,0
30969,327,1992,6,7,6/7/92,15:11:00,3,TX,48,96,0,0,0,0,0,34.1,-99.33,0,0,0.1,10,1,1,1,487,0,0,0,0
30970,328,1992,6,7,6/7/92,15:15:00,3,TX,48,97,2,5,0,6,0,34.15,-99.27,0,0,1,100,1,1,1,487,0,0,0,0
30973,331,1992,6,7,6/7/92,19:30:00,3,TX,48,98,0,0,0,0,0,30.28,-104.02,0,0,0.2,50,1,1,1,377,0,0,0,0
30983,341,1992,6,8,6/8/92,14:25:00,3,TX,48,99,0,0,0,0,0,30.98,-103.65,0,0,0.3,30,1,1,1,389,0,0,0,0
30985,343,1992,6,8,6/8/92,18:37:00,3,TX,48,100,1,0,0,3,0,34.28,-101.72,0,0,2.2,100,1,1,1,189,0,0,0,0
30986,344,1992,6,8,6/8/92,18:42:00,3,TX,48,101,0,0,0,0,0,34.12,-102.58,0,0,0.2,40,1,1,1,279,0,0,0,0
30987,345,1992,6,8,6/8/92,21:24:00,3,TX,48,102,0,0,0,0,0,30.92,-101.97,0,0,0.4,30,1,1,1,371,0,0,0,0
30988,346,1992,6,8,6/8/92,21:37:00,3,TX,48,103,1,0,0,0,0,31.13,-102.37,31.13,-102.3,4,60,1,1,1,103,461,0,0,0
30990,348,1992,6,11,6/11/92,15:51:00,3,TX,48,104,0,0,0,3,0,34.98,-102.02,0,0,0.5,13,1,1,1,381,0,0,0,0
30991,349,1992,6,11,6/11/92,15:52:00,3,TX,48,105,0,0,0,0,0,34.98,-102.02,0,0,0.5,13,1,1,1,381,0,0,0,0
30992,350,1992,6,11,6/11/92,17:08:00,3,TX,48,106,0,0,0,0,0,33.03,-102.2,0,0,0.7,60,1,1,1,445,0,0,0,0
30993,351,1992,6,11,6/11/92,18:35:00,3,TX,48,107,1,0,0,0,0,32.8,-102.02,0,0,0.4,60,1,1,1,115,0,0,0,0
30994,352,1992,6,11,6/11/92,18:50:00,3,TX,48,108,1,0,0,4,0,33.98,-101.7,0,0,0.3,80,1,1,1,189,0,0,0,0
30995,353,1992,6,11,6/11/92,19:06:00,3,TX,48,109,0,0,0,0,0,33.88,-101.85,0,0,0.2,40,1,1,1,189,0,0,0,0
30996,354,1992,6,11,6/11/92,19:24:00,3,TX,48,110,0,0,0,0,0,32.35,-101.87,0,0,0.5,40,1,1,1,317,0,0,0,0
30997,355,1992,6,11,6/11/92,19:30:00,3,TX,48,111,0,0,0,0,0,33.93,-101.6,0,0,0.8,50,1,1,1,189,0,0,0,0
30998,356,1992,6,11,6/11/92,19:32:00,3,TX,48,112,0,0,0,0,0,33.42,-102.18,0,0,0.3,40,1,1,1,219,0,0,0,0
30999,357,1992,6,11,6/11/92,20:25:00,3,TX,48,113,0,0,0,0,0,32.17,-101.8,0,0,0.3,30,1,1,1,317,0,0,0,0
31000,358,1992,6,11,6/11/92,22:01:00,3,TX,48,114,0,0,0,2,0,32.52,-101.75,0,0,0.4,40,1,1,1,317,0,0,0,0
31001,359,1992,6,11,6/11/92,22:13:00,3,TX,48,115,0,0,0,0,0,32.38,-101.02,0,0,0.3,50,1,1,1,335,0,0,0,0
31008,366,1992,6,13,6/13/92,18:00:00,3,TX,48,116,0,0,0,0,0,33.3,-102.2,33.3,-102.1,3.5,80,1,1,1,445,0,0,0,0
31009,367,1992,6,13,6/13/92,18:36:00,3,TX,48,117,0,0,0,0,0,33.32,-102.02,0,0,2.6,50,1,1,1,305,0,0,0,0
31010,369,1992,6,13,6/13/92,19:10:00,3,TX,48,118,0,0,0,0,0,33.25,-101.85,0,0,0.7,40,1,1,1,305,0,0,0,0
31019,378,1992,6,13,6/13/92,21:28:00,3,TX,48,119,0,0,0,0,0,32.5,-101.73,0,0,0.4,30,1,1,1,317,0,0,0,0
31192,549,1992,6,18,6/18/92,16:50:00,3,TX,48,120,0,0,0,0,0,36.47,-100.57,0,0,0.2,10,1,1,1,357,0,0,0,0
31200,558,1992,6,18,6/18/92,20:06:00,3,TX,48,121,0,0,0,5,0,34.55,-102.22,0,0,1,13,1,1,1,69,0,0,0,0
31211,572,1992,6,19,6/19/92,19:21:00,3,TX,48,122,0,0,0,0,0,34.98,-100.38,0,0,0.1,10,1,1,1,87,0,0,0,0
31240,599,1992,6,21,6/21/92,18:50:00,3,TX,48,123,1,0,0,5,0,31.68,-106.2,0,0,0.5,73,1,1,1,141,0,0,0,0
31241,600,1992,6,21,6/21/92,19:00:00,3,TX,48,124,1,0,0,6,0,31.68,-106.2,0,0,1.2,100,1,1,1,141,0,0,0,0
31243,601,1992,6,21,6/21/92,19:15:00,3,TX,48,125,1,0,0,5,0,31.68,-106.28,0,0,0.6,73,1,1,1,141,0,0,0,0
31244,602,1992,6,21,6/21/92,19:55:00,3,TX,48,126,0,0,0,4,0,31.98,-105.85,0,0,1.5,200,1,1,1,229,0,0,0,0
31279,637,1992,6,26,6/26/92,21:55:00,3,TX,48,127,0,0,0,0,0,31.73,-102.68,0,0,0.3,40,1,1,1,135,0,0,0,0
31280,638,1992,6,26,6/26/92,22:40:00,3,TX,48,128,0,0,0,0,0,31.73,-102.5,0,0,0.4,30,1,1,1,135,0,0,0,0
31288,646,1992,6,27,6/27/92,17:18:00,3,TX,48,129,0,0,0,0,0,35.65,-101.97,0,0,0.1,10,1,1,1,341,0,0,0,0
31289,648,1992,6,27,6/27/92,17:37:00,3,TX,48,130,3,0,0,5,0,35.7,-101.95,35.72,-101.85,5,300,1,1,1,341,0,0,0,0
31292,650,1992,6,27,6/27/92,18:31:00,3,TX,48,131,4,7,0,7,0,35.68,-101.73,35.53,-101.48,20,1583,1,1,1,341,233,65,0,0
31293,651,1992,6,27,6/27/92,19:01:00,3,TX,48,132,1,0,0,5,0,35.62,-101.63,35.62,-101.6,2,57,1,1,1,341,233,0,0,0
31294,652,1992,6,27,6/27/92,19:06:00,3,TX,48,133,2,0,0,6,0,35.63,-101.58,35.6,-101.52,4,150,1,1,1,233,0,0,0,0
31295,654,1992,6,27,6/27/92,19:55:00,3,TX,48,134,0,0,0,0,0,34.65,-102.72,0,0,0.5,20,1,1,1,369,0,0,0,0
31296,655,1992,6,27,6/27/92,20:00:00,3,TX,48,135,0,0,0,0,0,34.22,-102.98,0,0,0.4,40,1,1,1,17,0,0,0,0
31297,656,1992,6,27,6/27/92,20:35:00,3,TX,48,136,0,0,0,0,0,34.62,-102.38,0,0,0.5,13,1,1,1,69,0,0,0,0
31299,657,1992,6,27,6/27/92,21:10:00,3,TX,48,137,2,0,0,4,0,34.03,-102.93,0,0,0.9,100,1,1,1,17,0,0,0,0
31300,658,1992,6,27,6/27/92,21:32:00,3,TX,48,138,1,0,0,5,0,34.53,-102.92,0,0,1,23,1,1,1,369,0,0,0,0
31301,659,1992,6,27,6/27/92,22:08:00,3,TX,48,139,0,0,0,0,0,34.63,-102.93,0,0,0.5,23,1,1,1,369,0,0,0,0
31302,660,1992,6,27,6/27/92,22:23:00,3,TX,48,140,0,0,0,0,0,34.7,-102.82,0,0,0.1,10,1,1,1,369,0,0,0,0
31304,662,1992,6,28,6/28/92,17:20:00,3,TX,48,141,1,0,0,4,0,31.27,-98.95,0,0,0.1,10,1,1,1,411,0,0,0,0
31307,664,1992,6,28,6/28/92,17:45:00,3,TX,48,142,1,0,0,2,0,34,-100,0,0,0.1,10,1,1,1,197,0,0,0,0
31317,675,1992,6,30,6/30/92,14:30:00,3,TX,48,143,1,0,0,5,0,31.07,-95.15,0,0,0.1,30,1,1,1,455,0,0,0,0
31319,677,1992,6,30,6/30/92,14:40:00,3,TX,48,144,1,0,0,4,0,31.07,-95.15,0,0,0.1,10,1,1,1,455,0,0,0,0
31320,681,1992,6,30,6/30/92,15:10:00,3,TX,48,145,1,0,0,3,0,31.25,-94.93,0,0,1,40,1,1,1,455,0,0,0,0
31323,682,1992,6,30,6/30/92,15:45:00,3,TX,48,146,0,0,0,4,0,30.08,-94.1,0,0,0.1,20,1,1,1,245,0,0,0,0
31325,683,1992,6,30,6/30/92,16:08:00,3,TX,48,147,0,0,0,0,0,29.98,-93.98,0,0,0.1,10,1,1,1,245,0,0,0,0
31326,684,1992,6,30,6/30/92,16:10:00,3,TX,48,148,0,0,0,0,0,29.9,-93.93,0,0,0.1,10,1,1,1,245,0,0,0,0
31327,685,1992,6,30,6/30/92,16:15:00,3,TX,48,149,0,0,0,0,0,30.12,-94.02,0,0,0.1,10,1,1,1,361,0,0,0,0
31352,710,1992,7,3,7/3/92,16:07:00,3,TX,48,150,0,0,0,0,0,28.78,-96.98,0,0,0.3,10,1,1,1,469,0,0,0,0
31455,813,1992,7,15,7/15/92,13:45:00,3,TX,48,151,1,0,0,4,0,30.15,-94.02,0,0,0.1,20,1,1,1,361,0,0,0,0
31496,854,1992,7,21,7/21/92,10:10:00,3,TX,48,152,0,0,0,0,0,28.53,-96.85,0,0,0.1,30,1,1,1,57,0,0,0,0
31538,895,1992,7,31,7/31/92,14:34:00,3,TX,48,153,0,0,0,4,0,29.85,-96.22,0,0,0.1,20,1,1,1,15,0,0,0,0
31546,905,1992,8,2,8/2/92,17:45:00,3,TX,48,154,1,0,0,4,0,30.32,-95.65,0,0,0.1,10,1,1,1,339,0,0,0,0
31585,943,1992,8,25,8/25/92,9:55:00,3,TX,48,155,0,0,0,0,0,27.8,-97.68,0,0,0.1,20,1,1,1,355,0,0,0,0
31586,944,1992,8,25,8/25/92,9:55:00,3,TX,48,156,0,0,0,0,0,28.03,-97.58,0,0,0.1,20,1,1,1,409,0,0,0,0
31656,1014,1992,8,30,8/30/92,18:15:00,3,TX,48,157,1,0,0,5,0,27.98,-97.93,0,0,0.2,50,1,1,1,249,0,0,0,0
31687,1045,1992,9,6,9/6/92,18:15:00,3,TX,48,158,0,0,0,0,0,32.6,-102.12,0,0,0.2,13,1,1,1,115,0,0,0,0
31712,1070,1992,9,11,9/11/92,15:20:00,3,TX,48,159,1,0,0,4,0,28.67,-98.53,0,0,0.2,30,1,1,1,13,0,0,0,0
31730,1088,1992,9,21,9/21/92,15:30:00,3,TX,48,160,1,0,0,4,0,30.8,-98.2,0,0,0.3,40,1,1,1,53,0,0,0,0
31735,1093,1992,9,21,9/21/92,18:40:00,3,TX,48,161,1,3,0,4,0,30.82,-97.08,0,0,0.2,40,1,1,1,331,0,0,0,0
31752,1110,1992,10,7,10/7/92,16:12:00,3,TX,48,162,0,0,0,3,0,32.77,-96.78,0,0,0.1,10,1,1,1,113,0,0,0,0
31753,1111,1992,10,7,10/7/92,17:35:00,3,TX,48,163,1,0,0,3,0,33.6,-96.08,0,0,0.5,80,1,1,1,147,0,0,0,0
31755,1113,1992,10,7,10/7/92,19:00:00,3,TX,48,164,0,0,0,4,0,33.15,-94.92,0,0,0.1,10,1,1,1,449,0,0,0,0
31756,1114,1992,10,7,10/7/92,19:15:00,3,TX,48,165,1,0,0,3,0,33.38,-94.47,0,0,0.1,10,1,1,1,37,0,0,0,0
31767,1125,1992,10,15,10/15/92,16:46:00,3,TX,48,166,0,0,0,0,0,32.77,-97.7,0,0,0.1,10,1,1,1,367,0,0,0,0
31768,1126,1992,10,15,10/15/92,16:52:00,3,TX,48,167,1,0,0,3,0,32.72,-97.65,0,0,0.1,10,1,1,1,367,0,0,0,0
31773,1131,1992,10,31,10/31/92,18:40:00,3,TX,48,168,0,0,0,0,0,33.23,-97.48,0,0,0.1,10,1,1,1,497,0,0,0,0
31774,1132,1992,11,1,11/1/92,1:25:00,3,TX,48,169,0,1,0,5,0,32.98,-96.12,0,0,0.2,10,1,1,1,231,0,0,0,0
31778,1136,1992,11,3,11/3/92,14:30:00,3,TX,48,170,0,0,0,0,0,31.68,-94.07,0,0,0.2,10,1,1,1,419,0,0,0,0
31809,1167,1992,11,11,11/11/92,5:00:00,3,TX,48,171,0,0,0,4,0,30.08,-94.1,0,0,0.2,30,1,1,1,245,0,0,0,0
31815,1173,1992,11,19,11/19/92,15:00:00,3,TX,48,172,1,0,0,3,0,29.23,-96.2,0,0,0.1,30,1,1,1,481,0,0,0,0
31816,1174,1992,11,19,11/19/92,15:15:00,3,TX,48,173,1,0,0,3,0,29.32,-96.25,0,0,0.1,20,1,1,1,481,0,0,0,0
31817,1175,1992,11,19,11/19/92,15:25:00,3,TX,48,174,1,0,0,3,0,29.4,-96.17,0,0,0.1,30,1,1,1,481,0,0,0,0
31820,1178,1992,11,21,11/21/92,13:30:00,3,TX,48,175,1,0,0,4,0,29.38,-96.18,0,0,0.5,100,1,1,1,481,0,0,0,0
31821,1179,1992,11,21,11/21/92,13:40:00,3,TX,48,176,1,0,0,5,0,29.3,-96.28,0,0,1,100,1,1,1,481,0,0,0,0
31822,1180,1992,11,21,11/21/92,14:15:00,3,TX,48,177,1,0,0,4,0,29.3,-96.13,0,0,1,100,1,1,1,481,0,0,0,0
31823,1181,1992,11,21,11/21/92,14:20:00,3,TX,48,178,2,11,0,7,0,29.68,-95.8,29.97,-95.6,25,200,1,1,1,157,201,0,0,0
31824,1182,1992,11,21,11/21/92,14:40:00,3,TX,48,179,1,0,0,6,0,29.62,-95.75,0,0,1,200,1,1,1,157,0,0,0,0
31825,1183,1992,11,21,11/21/92,14:45:00,3,TX,48,180,1,0,0,5,0,29.47,-95.62,0,0,1,200,1,1,1,157,0,0,0,0
31826,1184,1992,11,21,11/21/92,15:10:00,3,TX,48,181,1,0,0,5,0,29.57,-95.28,29.62,-95.28,2.5,200,1,1,1,39,201,0,0,0
31827,1185,1992,11,21,11/21/92,15:20:00,3,TX,48,182,3,1,0,7,0,30.02,-95.08,30.45,-94.78,32,300,1,1,1,201,291,0,0,0
31828,1186,1992,11,21,11/21/92,15:20:00,3,TX,48,183,2,6,0,7,0,29.7,-95.38,29.78,-95.25,12,200,1,1,1,201,0,0,0,0
31829,1187,1992,11,21,11/21/92,15:27:00,3,TX,48,184,4,16,0,8,0,29.73,-95.28,30.08,-94.9,30,1800,1,1,1,201,291,0,0,0
31830,1188,1992,11,21,11/21/92,16:12:00,3,TX,48,185,2,0,0,4,0,30.58,-94.8,0,0,2,200,1,1,1,373,0,0,0,0
31831,1189,1992,11,21,11/21/92,16:15:00,3,TX,48,186,1,0,0,4,0,29.93,-95.02,29.98,-94.97,4,200,1,1,1,201,291,0,0,0
31832,1190,1992,11,21,11/21/92,16:45:00,3,TX,48,187,0,0,0,5,0,29.4,-94.9,0,0,0.1,10,1,1,1,167,0,0,0,0
31833,1191,1992,11,21,11/21/92,18:00:00,3,TX,48,188,1,0,0,5,0,30.43,-93.97,0,0,0.5,40,1,1,1,241,0,0,0,0
31915,1273,1992,11,23,11/23/92,14:50:00,3,TX,48,189,0,0,0,4,0,33.43,-96.62,0,0,0.2,10,1,1,1,181,0,0,0,0
31940,1,1993,1,4,1/4/93,4:10:00,3,TX,48,1,0,0,0,5,0,32.48,-95.35,0,0,0.1,100,1,1,1,423,0,0,0,0
31986,47,1993,2,25,2/25/93,4:14:00,3,TX,48,2,1,0,0,5,0,32.52,-96.8,0,0,0.5,333,1,1,1,139,0,0,0,0
31987,48,1993,2,25,2/25/93,11:31:00,3,TX,48,3,0,0,0,3,0,29.5,-95.73,0,0,1,100,1,1,1,157,0,0,0,0
31988,49,1993,2,25,2/25/93,11:45:00,3,TX,48,4,0,0,0,3,0,29.57,-95.28,0,0,1,100,1,1,1,39,0,0,0,0
31989,50,1993,2,25,2/25/93,12:10:00,3,TX,48,5,0,0,0,5,0,29.55,-95.1,0,0,1,100,1,1,1,201,0,0,0,0
32003,64,1993,3,15,3/15/93,22:09:00,3,TX,48,6,1,0,0,4,0,28.72,-96.18,0,0,0.5,200,1,1,1,321,0,0,0,0
32015,77,1993,3,29,3/29/93,13:32:00,3,TX,48,7,1,0,0,4,0,33.58,-101.85,0,0,0.4,40,1,1,1,303,0,0,0,0
32016,78,1993,3,29,3/29/93,13:40:00,3,TX,48,8,0,0,0,3,0,33.58,-101.85,0,0,0.3,50,1,1,1,303,0,0,0,0
32018,80,1993,3,29,3/29/93,17:00:00,3,TX,48,9,0,0,0,0,0,33.75,-99.77,0,0,0.1,20,1,1,1,275,0,0,0,0
32019,81,1993,3,29,3/29/93,18:30:00,3,TX,48,10,0,0,0,0,0,34.13,-99.13,0,0,0.1,40,1,1,1,487,0,0,0,0
32041,103,1993,4,3,4/3/93,16:23:00,3,TX,48,11,0,0,0,0,0,34.27,-99.52,0,0,1.5,50,1,1,1,197,0,0,0,0
32053,115,1993,4,7,4/7/93,13:25:00,3,TX,48,12,2,0,0,4,0,29.42,-96.28,0,0,0.5,400,1,1,1,481,0,0,0,0
32054,116,1993,4,7,4/7/93,13:30:00,3,TX,48,13,1,0,0,4,0,29.55,-95.8,0,0,0.2,100,1,1,1,157,0,0,0,0
32055,117,1993,4,7,4/7/93,14:00:00,3,TX,48,14,1,0,0,4,0,29.62,-95.53,0,0,0.2,100,1,1,1,157,0,0,0,0
32056,118,1993,4,7,4/7/93,14:10:00,3,TX,48,15,1,0,0,3,0,29.73,-95.37,0,0,0.2,100,1,1,1,201,0,0,0,0
32059,121,1993,4,8,4/8/93,2:43:00,3,TX,48,16,1,0,0,5,0,27.52,-97.87,0,0,2,50,1,1,1,273,0,0,0,0
